,tweets,time
1838,"If your $VET earns 1,000 $VTHO a day, that = 365,000 $VTHO a year.   
@ $.022 VTHO price = $8,030 income per year
@… https://t.co/VvTR4dtX4j",2021-03-21 13:39:29
1839,"RT @BigoMexofficial: Dear Traders,
We will add six new trading pairs: AAVE, DOT, LINK, SUSHI, UNI, and DOGE at 10:00 am 18/3/2021 (GMT+8).…",2021-03-21 13:38:15
1840,"Price of Bitcoin

U$    56,988.46
€U    48,148.00
R$    317,322.42

24H % change: -4.52%
Week % change: -5.19%

#bitcoin",2021-03-21 13:30:26
1841,"1: Bitcoin price is $56807.92 (1.32% 1h)
2: Ethereum price is $1785.89 (1.15% 1h)
3: Binance Coin price is $262.83… https://t.co/JxtGLqfKlq",2021-03-21 13:19:27
1842,"The current price of Bitcoin is $56862.00.
The current price of BCash is $523.60, or 0.00920826 BTC.
The current pr… https://t.co/q8JsShUL6y",2021-03-21 13:15:08
1843,"The $BTC price is at $56600.00 right now.
🟢 Compared to the last tweet, the price has increased by $440.48 (0.78%).… https://t.co/5fh7WdP5af",2021-03-21 13:08:12
1844,New Bitcoin block 00..7866969a975d088e3c70ab8c0e31b3cf08eabf0c4e992: 1901 transactions transferred a total of 3814.… https://t.co/JWImLP1q31,2021-03-21 13:07:18
1845,"Check out this product 😍 BTC MUG 😍 
starting at $22.00 USD. 
Shop now 👉👉 https://t.co/io0ndkr22x https://t.co/8IG4jC6gYW",2021-03-21 13:07:02
1846,#district0x $dnt accumulation cycle is nearly complete.   The rocket to the short term target of $1.00 begins short… https://t.co/bO2Wp2xsKh,2021-03-21 13:05:32
1847,"“⛪️📿🙏🏼 https://t.co/URVGJVEOPf Sunday Satoshi Service” with @PayItForwardDad, @alexadelman, Maria Tortilla,… https://t.co/r6vpP2T91R",2021-03-21 13:03:27
1848,1 BTC Price: Bitstamp 56400.00 USD Coinbase  USD #btc #bitcoin 2021-03-21 09:01 https://t.co/2Hlb6u9i2m,2021-03-21 13:01:29
1849,"Price of Bitcoin

U$    56,169.76
€U    47,405.79
R$    316,010.29

24H % change: -5.00%
Week % change: -6.99%

#bitcoin",2021-03-21 13:00:25
1850,Crypto Google Search Volumes (previous 7 days) #btc #cryptocurrency #crypto #bitcoin #dogecoin #cardano #ethereum T… https://t.co/jRvWt8q0E9,2021-03-21 13:00:06
1851,"⏰ 16:00
₿ Bitcoin = 56.242,3496 $
#bitcoin #btc #BTCUSD",2021-03-21 13:00:05
1852,"The price of
Spaghetti alla Carbonara
is 19,555 Satoshis
or 0.00019555 BTC

BTC price: 56,200.20 USD
on Sunday, 21… https://t.co/f1d0Wa8F0a",2021-03-21 13:00:05
1853,"Bitcoin: $56,171.24
 -5.11% (-$3021.85)
High: $59,882.20
Low: $55,522.00
Volume: 283

$BTC #BTC #bitcoin",2021-03-21 13:00:01
1854,"RT @VolumeMonitor: $YFI / BTC Volume increase detected!

Spike: 3.10 BTC
24h Vol: 103.00 BTC

Get ALL the alerts here: https://t.co/2NPcHHX…",2021-03-21 12:53:19
1855,"$YFI / BTC Volume increase detected!

Spike: 3.10 BTC
24h Vol: 103.00 BTC

Get ALL the alerts here:… https://t.co/LNAQOkB6ME",2021-03-21 12:53:10
1856,New Bitcoin block 00..7fd5cc4f33e288a2fbae9fae028ee43430f0880f29d64: 258 transactions transferred a total of 377.65… https://t.co/Zxr7w3diOH,2021-03-21 12:50:46
1857,"RT @fulmolightning: What have you done for Bitcoin today? 

#7DaysOfBitcoin - Day 1 with @LightRider5 , @LouisaAlexa and @freerko. Today, M…",2021-03-21 12:41:54
1858,"RT @fulmolightning: What have you done for Bitcoin today? 

#7DaysOfBitcoin - Day 1 with @LightRider5 , @LouisaAlexa and @freerko. Today, M…",2021-03-21 12:31:55
1859,"#Bitcoin price in US Dollar #BTC $usd #BTCUSD $XBT #xbtusd 
BTC Price Now : 55,982.82$ USD 
Avg Last Hour : 56,146.… https://t.co/84R3UCv1ua",2021-03-21 12:30:04
1860,"RT @Sportsbetio: #DidYouKnow: A player with the Carolina Panthers asked the #NFL for half his salary in Bitcoin. 🏈 💳

Tell us the name of t…",2021-03-21 12:29:18
1861,New Bitcoin block 00..556838db1ab2544c93db3757035d2f24e9286d472b317: 2118 transactions transferred a total of 2290.… https://t.co/zUyIVa0pcp,2021-03-21 12:28:59
1862,"RT @Sportsbetio: #DidYouKnow: A player with the Carolina Panthers asked the #NFL for half his salary in Bitcoin. 🏈 💳

Tell us the name of t…",2021-03-21 12:28:26
1863,"RT @Sportsbetio: #DidYouKnow: A player with the Carolina Panthers asked the #NFL for half his salary in Bitcoin. 🏈 💳

Tell us the name of t…",2021-03-21 12:27:43
1864,"RT @Sportsbetio: #DidYouKnow: A player with the Carolina Panthers asked the #NFL for half his salary in Bitcoin. 🏈 💳

Tell us the name of t…",2021-03-21 12:26:50
1865,"RT @Sportsbetio: #DidYouKnow: A player with the Carolina Panthers asked the #NFL for half his salary in Bitcoin. 🏈 💳

Tell us the name of t…",2021-03-21 12:26:21
1866,"RT @Sportsbetio: #DidYouKnow: A player with the Carolina Panthers asked the #NFL for half his salary in Bitcoin. 🏈 💳

Tell us the name of t…",2021-03-21 12:24:52
1867,"RT @BoxerXrp: $NU
 
#NU Only 67 cents 
If we can get 
1-2 B MCap 
We're 2 - $4.00

@Coinbase @OKEx
$btc $eth $ltc $bch $ada $yfi $atom $com…",2021-03-21 12:24:49
1868,"RT @Sportsbetio: #DidYouKnow: A player with the Carolina Panthers asked the #NFL for half his salary in Bitcoin. 🏈 💳

Tell us the name of t…",2021-03-21 12:24:23
1869,"RT @ZCoreCrypto: 🔥 Buyback/Burn Announcement: $31,500.00 buyback

✅ 20299.96 ZEFI:
https://t.co/1Q82ZCwbnx

✅ 55135.90 WZCR :
https://t.co/…",2021-03-21 12:23:29
1870,"RT @BitcoinCheckBot: Half hourly price update (USDT):

• BSV (Bitcoin): $199.00

Dead forks:

• BTC (Blockstream Turd Coin): $55935.69
• BC…",2021-03-21 12:23:24
1871,"Half hourly price update (USDT):

• BSV (Bitcoin): $199.00

Dead forks:

• BTC (Blockstream Turd Coin): $55935.69
• BCH (BTrash): $516.47",2021-03-21 12:23:15
1872,"1: Bitcoin price is $56241.32 (-0.22% 1h)
2: Ethereum price is $1768.76 (-0.29% 1h)
3: Binance Coin price is $258.6… https://t.co/MqSgzlea6c",2021-03-21 12:19:27
1873,"The current price of Bitcoin is $56249.00.
The current price of BCash is $519.31, or 0.00923234 BTC.
The current pr… https://t.co/2I8em7oViH",2021-03-21 12:15:05
1874,New Bitcoin block 00..b8047009b3d3bb46c242730c75c5641323fee02f2177d: 2227 transactions transferred a total of 9823.… https://t.co/dv45b0OMXu,2021-03-21 12:14:00
1875,"#Bitcoin Current Price: $56,023.40
#Bitcoin Target Price: $100,000.00

▓▓▓▓▓▓▓▓▓▓▓░░░░░░░░░ 56%",2021-03-21 12:13:26
1876,"RT @cryptcoin_trade: Bitcoin: $56,247.93
 -5.05% (-$2994.06)
High: $59,882.20
Low: $55,522.00
Volume: 282

$BTC #BTC #bitcoin",2021-03-21 12:12:56
1877,"Poloniex - Volume changed on Bitcoin (TUSD/BTC)! Price: $56183.11 (+12.37%), Volume: +61.74%, Mentions Daily Change… https://t.co/GeVq1TenAc",2021-03-21 12:11:38
1878,"The $BTC price is at $56160.00 right now.
🔴 Compared to the last tweet, the price has dropped by $90.51 (-0.16%).
🔴… https://t.co/5p0JlO1qZT",2021-03-21 12:08:12
1879,"RT @BoxerXrp: $NU
 
#NU Only 67 cents 
If we can get 
1-2 B MCap 
We're 2 - $4.00

@Coinbase @OKEx
$btc $eth $ltc $bch $ada $yfi $atom $com…",2021-03-21 12:07:58
1880,"RT @1MillionTokens: 🔥50 in #BNB #Giveaway

1. Go to https://t.co/3lg5h5ugff
2. Search GSPI
3. Press the ⭐️
4. Post your screenshot in comme…",2021-03-21 12:05:14
1881,"$NU
 
#NU Only 67 cents 
If we can get 
1-2 B MCap 
We're 2 - $4.00

@Coinbase @OKEx
$btc $eth $ltc $bch $ada $yfi… https://t.co/dRNpVe5bxb",2021-03-21 12:04:37
1882,"The price of
Spaghetti alla Carbonara
is 19,539 Satoshis
or 0.00019539 BTC

BTC price: 56,247.20 USD
on Sunday, 21… https://t.co/6i3ndMFm6I",2021-03-21 12:00:07
1883,"⏰ 15:00
₿ Bitcoin = 56.289,1470 $
#bitcoin #btc #BTCUSD",2021-03-21 12:00:03
1884,"Bitcoin: $56,247.93
 -5.05% (-$2994.06)
High: $59,882.20
Low: $55,522.00
Volume: 282

$BTC #BTC #bitcoin",2021-03-21 12:00:03
1885,"RT @TacoCrdSuccess: Ready for the live with @CRYPTO4YOUoff at 22:30 ! And after with professor Kyu at 23:00 pm . 
Youtube : https://t.co/eQ…",2021-03-21 11:46:38
1886,"RT @fulmolightning: What have you done for Bitcoin today? 

#7DaysOfBitcoin - Day 1 with @LightRider5 , @LouisaAlexa and @freerko. Today, M…",2021-03-21 11:41:22
1887,"RT @POKKETOfficial: 2) Top 10 Underlying Tokens for 
Stablecoin Structured Savings (APY):

$LINK 409.77%
$OGN 280.71%
$DENT 278.39%
$BAT 21…",2021-03-21 11:40:18
1888,"2) Top 10 Underlying Tokens for 
Stablecoin Structured Savings (APY):

$LINK 409.77%
$OGN 280.71%
$DENT 278.39%… https://t.co/S1GA2P14y3",2021-03-21 11:39:48
1889,"Bitfinex - Volume changed on Bitcoin (DOMF0:USTF0/BTC)! Price: $252.63 (+0.04%), Volume: +273.05%, Mentions Daily C… https://t.co/FDlolIPAnb",2021-03-21 11:37:28
1890,New Bitcoin block 00..b1c9995a44efabfa6bc17d14054d3f7a08dad9e6fd8ff: 985 transactions transferred a total of 1764.3… https://t.co/giCAY3Ou5A,2021-03-21 11:31:02
1891,New Bitcoin block 00..f7e09c32885add561e9f650a2e50c95cb63bce913cc1: 995 transactions transferred a total of 1331.71… https://t.co/LrjtIeQdlR,2021-03-21 11:21:07
1892,"1: Bitcoin price is $56070.27 (-2.07% 1h)
2: Ethereum price is $1765.56 (-1.05% 1h)
3: Binance Coin price is $259.7… https://t.co/M4B6WX7VCe",2021-03-21 11:19:26
1893,"The current price of Bitcoin is $56249.00.
The current price of BCash is $519.81, or 0.00924123 BTC.
The current pr… https://t.co/ffOj4KFqO2",2021-03-21 11:15:02
1894,"Hourly Price Alert: BTC dropped by -4.39% to $56,426.00. LTC dropped by -4.28% to $194.00. ETH dropped by -3.54% to… https://t.co/LdViT5WS7b",2021-03-21 11:03:02
1895,"Top 5 Cryptocurrencies Prices

$BTC: $56,324.30 - Bitcoin 🔻 -1.57% ☄☄
$ETH: $1,772.74 - Ethereum 🔻 -0.78%
$BNB: $26… https://t.co/HJL5aPoVli",2021-03-21 11:00:21
1896,"RT @cryptcoin_trade: Bitcoin: $56,161.16
 -4.33% (-$2544.78)
High: $59,882.20
Low: $55,522.00
Volume: 286

$BTC #BTC #bitcoin",2021-03-21 11:00:07
1897,Bitcoin Fear Index on google search statistics (higher = more market fear) #Bitcoin #BTC #dataviz… https://t.co/ipzcFV2hBN,2021-03-21 11:00:05
1898,"⏰ 14:00
₿ Bitcoin = 56.244,8613 $
#bitcoin #btc #BTCUSD",2021-03-21 11:00:04
1899,"The price of
Spaghetti alla Carbonara
is 19,569 Satoshis
or 0.00019569 BTC

BTC price: 56,159.90 USD
on Sunday, 21… https://t.co/UfqnQGPLBF",2021-03-21 11:00:04
1900,"Bitcoin: $56,161.16
 -4.33% (-$2544.78)
High: $59,882.20
Low: $55,522.00
Volume: 286

$BTC #BTC #bitcoin",2021-03-21 11:00:00
1901,New Bitcoin block 00..1a9bf725a1f7d019440a04f39706c083751b62974d: 1230 transactions transferred a total of 931.4622… https://t.co/Rsi1pN2MOS,2021-03-21 10:49:51
1902,"What have you done for Bitcoin today? 

#7DaysOfBitcoin - Day 1 with @LightRider5 , @LouisaAlexa and @freerko. Toda… https://t.co/hYHln0xZhJ",2021-03-21 10:48:39
1903,"RT @coinranking: $BTC was $58833.52792 at 12:00 UTC today, according to our API database! 
Congratulations @crypto_Dace, your prediction of…",2021-03-21 10:47:30
1904,New Bitcoin block 00..b475cf68bf5260c2f66593c61f2cabc39abbdab1431c4: 745 transactions transferred a total of 1074.6… https://t.co/x8c0kcWZvP,2021-03-21 10:31:02
1905,"RT @BallietBran: https://t.co/qwYlpV2bma

I mentioned tomorrow that myself @BallietBran, @Markable_HEX, &amp; @hodldogofficial will be livestre…",2021-03-21 10:30:59
1906,"Price of Bitcoin

U$    56,276.24
€U    47,502.00
R$    316,774.98

24H % change: -4.12%
Week % change: -7.17%

#bitcoin",2021-03-21 10:30:25
1907,New Bitcoin block 00..3fda41610be5bcdf23d4dba12bfec1904693f3caa2dc8: 1406 transactions transferred a total of 5609.… https://t.co/RJPWE07L5M,2021-03-21 10:24:12
1908,"BTC $56069.00 Down -$1,352.00 -2.41% in the last hour #bitcoin #bitsmart",2021-03-21 10:22:41
1909,"1: Bitcoin price is $56364.80 (-1.72% 1h)
2: Ethereum price is $1773.85 (-0.85% 1h)
3: Binance Coin price is $261.4… https://t.co/Q2WRnkqfMq",2021-03-21 10:19:26
1910,"The current price of Bitcoin is $56314.00.
The current price of BCash is $522.01, or 0.00926963 BTC.
The current pr… https://t.co/uGXZ8xKOMR",2021-03-21 10:15:20
1911,"RT @cryptcoin_trade: Bitcoin: $56,000.50
 -4.81% (-$2828.00)
High: $59,882.20
Low: $55,522.00
Volume: 289

$BTC #BTC #bitcoin",2021-03-21 10:05:50
1912,"#stacked 1,768 sats/$ #Bitcoin at exactly 6:00 AM EST.😊 https://t.co/LxlddyVMRe",2021-03-21 10:02:03
1913,on the 03/21/2021 at 10:01 1BTC was worth $55711.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-03-21 10:01:51
1914,"⏰ 13:00
₿ Bitcoin = 55.949,0859 $
#bitcoin #btc #BTCUSD",2021-03-21 10:00:03
1915,"The price of
Spaghetti alla Carbonara
is 19,621 Satoshis
or 0.00019621 BTC

BTC price: 56,011.20 USD
on Sunday, 21… https://t.co/EU9TLF1lYg",2021-03-21 10:00:02
1916,"Bitcoin: $56,000.50
 -4.81% (-$2828.00)
High: $59,882.20
Low: $55,522.00
Volume: 289

$BTC #BTC #bitcoin",2021-03-21 10:00:01
1917,New Bitcoin block 00..8afac7b9694eb60bb4bbfc3a8a407a36f37a57ae7a54f: 1009 transactions transferred a total of 2311.… https://t.co/WFq82JDWxr,2021-03-21 09:54:17
1918,"🔴🔴 #𝗕𝗜𝗧𝗖𝗢𝗜𝗡 𝗣𝗥𝗜𝗖𝗘 𝗔𝗖𝗧𝗜𝗢𝗡 🔴🔴

Price 𝗽𝗹𝘂𝗻𝗴𝗲𝗱 by -0,81% ($-458,83) in 306 min 1 sec
Current Price: $56 701,00
Daily Ch… https://t.co/tFrUPZdMsy",2021-03-21 09:41:39
1919,"🔴🔴 #𝗕𝗜𝗧𝗖𝗢𝗜𝗡 𝗣𝗥𝗜𝗖𝗘 𝗔𝗖𝗧𝗜𝗢𝗡 🔴🔴

Price 𝗽𝗹𝘂𝗻𝗴𝗲𝗱 by -0,81% ($-459,81) in 306 min 1 sec
Current Price: $56 700,00
Daily Ch… https://t.co/wX6PCF2cBx",2021-03-21 09:41:39
1920,"🔴🔴 #𝗕𝗜𝗧𝗖𝗢𝗜𝗡 𝗣𝗥𝗜𝗖𝗘 𝗔𝗖𝗧𝗜𝗢𝗡 🔴🔴

Price 𝗽𝗹𝘂𝗻𝗴𝗲𝗱 by -0,80% ($-454,89) in 306 min 1 sec
Current Price: $56 705,00
Daily Ch… https://t.co/T4pyjWG05d",2021-03-21 09:41:39
1921,"🔴🔴 #𝗕𝗜𝗧𝗖𝗢𝗜𝗡 𝗣𝗥𝗜𝗖𝗘 𝗔𝗖𝗧𝗜𝗢𝗡 🔴🔴

Price 𝗽𝗹𝘂𝗻𝗴𝗲𝗱 by -0,80% ($-453,91) in 306 min 1 sec
Current Price: $56 706,00
Daily Ch… https://t.co/enJLm4a2IH",2021-03-21 09:41:39
1922,New Bitcoin block 00..5c83467dcb41f2106d15c0cf5997b476dfdfc31698d76: 2691 transactions transferred a total of 5281.… https://t.co/6LspiJwq51,2021-03-21 09:40:51
1923,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX listed #TARA @taraxa_project🚀 🚀 
- Trading pair: TARA/USDT
- Trading time: 12:00 on Mar 21 (UTC+8)

🔹 🔹…",2021-03-21 09:35:49
1924,"RT @MXC_Exchange: 📢#MXCExchange will be listing $TARA on the Assessment Zone today. @taraxa_project 🔥

Deposit &amp; withdrawal is now OPEN🎉

T…",2021-03-21 09:35:05
1925,"Crypto summary last 24h 

Top 5 
1. $BTC   $57,288.00 (-2.7%)
2. $ETH   $1,786.57 (-2.7%)
3. $BNB   $264.89 (-1.4%)… https://t.co/8CcfWEU8DA",2021-03-21 09:30:33
1926,"Price of Bitcoin

U$    57,029.50
€U    48,163.00
R$    320,386.46

24H % change: -2.88%
Week % change: -6.32%

#bitcoin",2021-03-21 09:30:26
1927,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #HOGE @HogeFinance🚀 🚀 
- Trading pair: HOGE/USDT  
- Trading time: 20:00 on Mar 15 (UTC+8)

🔹…",2021-03-21 09:28:59
1928,BTC $57421.00 Up +$263.00 +0.46% in the last hour #bitcoin #bitsmart,2021-03-21 09:22:47
1929,"1: Bitcoin price is $57256.47 (-0.26% 1h)
2: Ethereum price is $1784.28 (-0.10% 1h)
3: Binance Coin price is $264.4… https://t.co/pNgTBUYqOa",2021-03-21 09:19:26
1930,"The current price of Bitcoin is $57479.00.
The current price of BCash is $530.67, or 0.00923242 BTC.
The current pr… https://t.co/ozaelGfdeX",2021-03-21 09:15:02
1931,on the 03/21/2021 at 09:02 1BTC was worth $57109.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-03-21 09:02:54
1932,"Tesla has currently made $951,629,560.00 holding Bitcoin. #TeslaBTC",2021-03-21 09:01:09
1933,"Price of Bitcoin

U$    57,120.22
€U    48,219.80
R$    321,691.89

24H % change: -2.64%
Week % change: -6.00%

#bitcoin",2021-03-21 09:00:25
1934,"⏰ 12:00
₿ Bitcoin = 57.175,4929 $
#bitcoin #btc #BTCUSD",2021-03-21 09:00:03
1935,"The price of
Spaghetti alla Carbonara
is 19,212 Satoshis
or 0.00019212 BTC

BTC price: 57,204.10 USD
on Sunday, 21… https://t.co/TQYLx6sKiv",2021-03-21 09:00:02
1936,New Bitcoin block 00..3c8ff7b41dc087ab5d2eaf111745c19a1b7da0245348b: 2836 transactions transferred a total of 6959.… https://t.co/D3e7b0RXRB,2021-03-21 08:53:20
1937,"RT @GregSchoen: I wish I had kept my 1,700 BTC @ $0.06 instead of selling them at $0.30, now that they're $8.00! #bitcoin",2021-03-21 08:33:49
1938,"Price of Bitcoin

U$    57,107.45
€U    48,204.44
R$    321,338.37

24H % change: -2.81%
Week % change: -6.00%

#bitcoin",2021-03-21 08:30:25
1939,BTC $57158.00 Down -$246.00 -0.43% in the last hour #bitcoin #bitsmart,2021-03-21 08:22:03
1940,"1: Bitcoin price is $57351.97 (0.26% 1h)
2: Ethereum price is $1789.09 (0.44% 1h)
3: Binance Coin price is $265.15… https://t.co/eklz7xcokR",2021-03-21 08:19:26
1941,"The current price of Bitcoin is $57412.00.
The current price of BCash is $530.04, or 0.00923222 BTC.
The current pr… https://t.co/09Qiwfo8zX",2021-03-21 08:15:03
1942,"RT @Coinw_exchange: 📢New Listing &amp; Listing Promotion  @battle_pets 
Trading pair: $PET/USDT

⏰Deposit time: 15:00 (UTC+8),Mar 19 
⏰Trading…",2021-03-21 08:13:07
1943,New Bitcoin block 00..5edeb4c5ff93f9d89850e3c016f6b9961d4f701ac0f4d: 1587 transactions transferred a total of 2658.… https://t.co/VneIVsZVlA,2021-03-21 08:07:13
1944,"$BTC: $1,389.59 (99.26%)
$ETH: $1,403.97 (100.28%)
$ADA: $1,624.34 (116.02%)
$BNB: $1,394.50 (99.61%)
$DOGE: $1,462… https://t.co/5TFmEf3Csl",2021-03-21 08:06:06
1945,on the 03/21/2021 at 08:01 1BTC was worth $56906.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-03-21 08:01:16
1946,"Top 5 #cryptocurrencies 
 Alert Time: 2021-03-21 11:00:30
#Bitcoin: $57,123.73537
#Ethereum: $1,782.86271… https://t.co/qGbL2ysJlp",2021-03-21 08:00:32
1947,"Top 5 Cryptocurrencies - Current Prices

$BTC: $57,123.74 - Bitcoin 🔻 -0.34%
$ETH: $1,782.86 - Ethereum ⬆️ +0.03%… https://t.co/RskX8K8mQ6",2021-03-21 08:00:20
1948,"⏰ 11:00
₿ Bitcoin = 57.049,5371 $
#bitcoin #btc #BTCUSD",2021-03-21 08:00:17
1949,"The price of
Spaghetti alla Carbonara
is 19,269 Satoshis
or 0.00019269 BTC

BTC price: 57,035.20 USD
on Sunday, 21… https://t.co/0elT8KZFVq",2021-03-21 08:00:09
1950,"$BTC: $1,134.01 (189.00%)

Your $600 stimulus is worth $1,134.01 of $BTC, a 24hr change of -1.93% and -$22.33.… https://t.co/NcXNKb8DEH",2021-03-21 07:48:51
1951,RT @vinferretti: Live tonight at 10:00 P.M. to talk about how we need to pay attention to more than just Crypto prices! ---&gt; https://t.co/r…,2021-03-21 07:47:54
1952,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #FCL @fractalprtcl 🚀 🚀 
- Trading pair: FCL/USDT
- Trading time: 15:00 on Mar 20 (UTC+8)

🔹 🔹…",2021-03-21 07:45:00
1953,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #BOR @TheBoringDAO🚀 🚀 
- Trading pair: BOR/USDT
- Trading time: 22:00 on Mar 20 (UTC+8)

🔹 🔹…",2021-03-21 07:44:53
1954,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX listed #TARA @taraxa_project🚀 🚀 
- Trading pair: TARA/USDT
- Trading time: 12:00 on Mar 21 (UTC+8)

🔹 🔹…",2021-03-21 07:44:42
1955,New Bitcoin block 00..221af256ec7d95a1be19b56a69b3af63febe36d46e900: 1972 transactions transferred a total of 3322.… https://t.co/Yr5TRLxp2j,2021-03-21 07:37:27
1956,"Price of Bitcoin

U$    57,184.44
€U    48,282.27
R$    321,246.87

24H % change: -2.00%
Week % change: -5.99%

#bitcoin",2021-03-21 07:30:27
1957,"RT @unilock_network: Unilock is now available on #BinanceSmartChain  , everyone can create their presale and raise liquidity for #PancakeSw…",2021-03-21 07:27:39
1958,BTC $57404.00 Up +$18.00 +0.03% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:30
1959,BTC $57386.00 Up +$310.00 +0.54% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:27
1960,BTC $57076.00 Down -$983.00 -1.72% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:26
1961,BTC $58059.00 Up +$336.00 +0.58% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:25
1962,BTC $57723.00 Down -$662.00 -1.15% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:24
1963,BTC $58385.00 Down -$136.00 -0.23% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:22
1964,BTC $58521.00 Up +$207.00 +0.35% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:22
1965,BTC $58314.00 Down -$537.00 -0.92% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:21
1966,BTC $58851.00 Down -$126.00 -0.21% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:20
1967,BTC $58977.00 Up +$410.00 +0.70% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:19
1968,BTC $58720.00 Down -$756.00 -1.29% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:18
1969,BTC $59476.00 Up +$87.00 +0.15% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:16
1970,BTC $59389.00 Down -$76.00 -0.13% in the last hour #bitcoin #bitsmart,2021-03-21 07:22:15
1971,"RT @BallietBran: https://t.co/qwYlpV2bma

I mentioned tomorrow that myself @BallietBran, @Markable_HEX, &amp; @hodldogofficial will be livestre…",2021-03-21 07:19:40
1972,"1: Bitcoin price is $57406.09 (0.22% 1h)
2: Ethereum price is $1785.99 (0.18% 1h)
3: Binance Coin price is $264.02… https://t.co/NZAuEhkHtQ",2021-03-21 07:19:26
1973,"The current price of Bitcoin is $57405.00.
The current price of BCash is $529.27, or 0.00921993 BTC.
The current pr… https://t.co/D2VghGfIZR",2021-03-21 07:15:02
1974,"RT @Clubhouse_Convo: “Decentralized Finance | Blockchain 101” with @jin_diesel, @henrywoo, @wise_token, @JamiesonHill, @JS_SFSG, and 🤓Talk…",2021-03-21 07:08:11
1975,RT @xptrwsk: $hbar retesting Support at ~32c. If it breaks we might see ~25c again soon. If it holds I expect ~50c eom and 90c-$1.00 till s…,2021-03-21 07:05:34
1976,"“What Bitcoin Did - 🪐 Bitcoin in Space 🌒” with @MsHodl, @PeterMcCormack, and Dhruv Bansal. Today, 21. Mar at 23:00… https://t.co/0ikltNqPKQ",2021-03-21 07:03:34
1977,"RT @IGSquawk: Crypto update:
#Bitcoin 57306.00 -2.11%
#Ether 1783.46 -2.43%
#BitcoinCash 527.54 -2.35%
#EOS 4.2421 -3.78%
#Stellar 0.4043 -…",2021-03-21 07:01:48
1978,on the 03/21/2021 at 07:01 1BTC was worth $57139.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-03-21 07:01:45
1979,"Price of Bitcoin

U$    57,098.00
€U    48,230.87
R$    320,904.41

24H % change: -2.00%
Week % change: -6.29%

#bitcoin",2021-03-21 07:00:26
1980,"Top 5 Cryptocurrencies Prices

⬆️ $BTC: $57,278.25 | Bitcoin +0.16%
⬆️ $ETH: $1,782.62 | Ethereum +0.13%
🔻 $BNB: $2… https://t.co/M64AXAcubS",2021-03-21 07:00:21
1981,"The price of
Spaghetti alla Carbonara
is 19,233 Satoshis
or 0.00019233 BTC

BTC price: 57,141.10 USD
on Sunday, 21… https://t.co/ht0udoYvSK",2021-03-21 07:00:03
1982,"⏰ 10:00
₿ Bitcoin = 57.187,9605 $
#bitcoin #btc #BTCUSD",2021-03-21 07:00:03
1983,"RT @dcoinexchange: New listing: introducing the list of $SHDC(SHDCash) on Dcoin🔥
▶️Deposit: 2021/3/1 7:00 (UTC)
▶️Spot of SHDC/USDT: 2021/3…",2021-03-21 06:51:56
1984,"RT @IGSquawk: Crypto update:
#Bitcoin 57306.00 -2.11%
#Ether 1783.46 -2.43%
#BitcoinCash 527.54 -2.35%
#EOS 4.2421 -3.78%
#Stellar 0.4043 -…",2021-03-21 06:50:20
1985,"RT @IGSquawk: Crypto update:
#Bitcoin 57306.00 -2.11%
#Ether 1783.46 -2.43%
#BitcoinCash 527.54 -2.35%
#EOS 4.2421 -3.78%
#Stellar 0.4043 -…",2021-03-21 06:49:49
1986,"Crypto update:
#Bitcoin 57306.00 -2.11%
#Ether 1783.46 -2.43%
#BitcoinCash 527.54 -2.35%
#EOS 4.2421 -3.78%… https://t.co/MRWRJ2dBN4",2021-03-21 06:48:20
1987,"Price of Bitcoin

U$    57,111.81
€U    48,158.68
R$    320,611.99

24H % change: -2.00%
Week % change: -5.99%

#bitcoin",2021-03-21 06:30:26
1988,"1: Bitcoin price is $57205.01 (-1.32% 1h)
2: Ethereum price is $1781.25 (-0.85% 1h)
3: Binance Coin price is $263.0… https://t.co/0sWi3xkwtK",2021-03-21 06:19:26
1989,Make Money with Bitcoin $$$$ The process takes only a few minutes.$$$$$$ Start with as little as $20.00.$$$$$ Recei… https://t.co/BrIxAUEt3y,2021-03-21 06:15:22
